agency_cd	site_no	datetime	18601_00060_00003	18601_00060_00003_cd
5s	15s	20d	14n	10s
USGS	09066325	2005-07-11	201	A
USGS	09066325	2005-07-12	195	A:e
USGS	09066325	2005-07-13	190	A:e
USGS	09066325	2005-07-14	178	A:e
USGS	09066325	2005-07-15	162	A:e
USGS	09066325	2005-07-16	152	A:e
USGS	09066325	2005-07-17	141	A:e
USGS	09066325	2005-07-18	133	A:e
USGS	09066325	2005-07-19	122	A:e
USGS	09066325	2005-07-20	113	A
USGS	09066325	2005-07-21	105	A
USGS	09066325	2005-07-22	99.4	A
USGS	09066325	2005-07-23	99.1	A
USGS	09066325	2005-07-24	107	A
USGS	09066325	2005-07-25	116	A
USGS	09066325	2005-07-26	110	A
USGS	09066325	2005-07-27	92.0	A
USGS	09066325	2005-07-28	83.6	A
USGS	09066325	2005-07-29	75.0	A:e
USGS	09066325	2005-07-30	69.6	A:e
USGS	09066325	2005-07-31	67.9	A:e
USGS	09066325	2005-08-01	67.9	A:e
USGS	09066325	2005-08-02	84.0	A
USGS	09066325	2005-08-03	74.8	A
USGS	09066325	2005-08-04	85.3	A
USGS	09066325	2005-08-05	80.7	A
USGS	09066325	2005-08-06	69.0	A:e
USGS	09066325	2005-08-07	62.0	A:e
USGS	09066325	2005-08-08	56.0	A:e
USGS	09066325	2005-08-09	54.0	A:e
USGS	09066325	2005-08-10	66.0	A:e
USGS	09066325	2005-08-11	64.0	A:e
USGS	09066325	2005-08-12	55.8	A
USGS	09066325	2005-08-13	50.1	A
USGS	09066325	2005-08-14	46.6	A
USGS	09066325	2005-08-15	44.2	A
USGS	09066325	2005-08-16	44.0	A
USGS	09066325	2005-08-17	43.4	A
USGS	09066325	2005-08-18	39.7	A
USGS	09066325	2005-08-19	38.5	A
USGS	09066325	2005-08-20	36.2	A
USGS	09066325	2005-08-21	37.5	A
USGS	09066325	2005-08-22	35.2	A
USGS	09066325	2005-08-23	33.8	A
USGS	09066325	2005-08-24	31.8	A
USGS	09066325	2005-08-25	31.3	A
USGS	09066325	2005-08-26	32.5	A
USGS	09066325	2005-08-27	30.6	A
USGS	09066325	2005-08-28	28.5	A
USGS	09066325	2005-08-29	26.9	A
USGS	09066325	2005-08-30	26.0	A
USGS	09066325	2005-08-31	26.0	A
USGS	09066325	2005-09-01	25.8	A
USGS	09066325	2005-09-02	24.5	A
USGS	09066325	2005-09-03	23.9	A
USGS	09066325	2005-09-04	24.4	A
USGS	09066325	2005-09-05	23.8	A
USGS	09066325	2005-09-06	23.1	A
USGS	09066325	2005-09-07	22.0	A
USGS	09066325	2005-09-08	22.8	A
USGS	09066325	2005-09-09	30.6	A
USGS	09066325	2005-09-10	28.5	A
USGS	09066325	2005-09-11	24.9	A
USGS	09066325	2005-09-12	24.1	A
USGS	09066325	2005-09-13	23.0	A
USGS	09066325	2005-09-14	22.7	A
USGS	09066325	2005-09-15	23.4	A
USGS	09066325	2005-09-16	22.0	A
USGS	09066325	2005-09-17	20.7	A
USGS	09066325	2005-09-18	19.9	A
USGS	09066325	2005-09-19	19.5	A
USGS	09066325	2005-09-20	18.8	A
USGS	09066325	2005-09-21	19.9	A
USGS	09066325	2005-09-22	35.4	A
USGS	09066325	2005-09-23	25.9	A
USGS	09066325	2005-09-24	23.8	A
USGS	09066325	2005-09-25	22.2	A
USGS	09066325	2005-09-26	21.4	A
USGS	09066325	2005-09-27	26.0	A
USGS	09066325	2005-09-28	75.7	A
USGS	09066325	2005-09-29	50.6	A
USGS	09066325	2005-09-30	42.2	A
USGS	09066325	2005-10-01	101	A
USGS	09066325	2005-10-02	95.6	A
USGS	09066325	2005-10-03	91.3	A
USGS	09066325	2005-10-04	92.8	A
USGS	09066325	2005-10-05	74.1	A
USGS	09066325	2005-10-06	32.7	A
USGS	09066325	2005-10-07	31.8	A
USGS	09066325	2005-10-08	29.7	A
USGS	09066325	2005-10-09	35.5	A
USGS	09066325	2005-10-10	37.9	A
USGS	09066325	2005-10-11	35.9	A
USGS	09066325	2005-10-12	34.2	A
USGS	09066325	2005-10-13	33.6	A
USGS	09066325	2005-10-14	36.5	A
USGS	09066325	2005-10-15	40.6	A
USGS	09066325	2005-10-16	40.5	A
USGS	09066325	2005-10-17	40.1	A
USGS	09066325	2005-10-18	39.5	A
USGS	09066325	2005-10-19	43.3	A
USGS	09066325	2005-10-20	45.4	A
USGS	09066325	2005-10-21	43.8	A
USGS	09066325	2005-10-22	43.1	A
USGS	09066325	2005-10-23	42.4	A
USGS	09066325	2005-10-24	40.4	A
USGS	09066325	2005-10-25	38.5	A
USGS	09066325	2005-10-26	36.6	A
USGS	09066325	2005-10-27	34.6	A
USGS	09066325	2005-10-28	33.1	A
USGS	09066325	2005-10-29	34.5	A
USGS	09066325	2005-10-30	34.1	A
USGS	09066325	2005-10-31	31.3	A
USGS	09066325	2005-11-01	31.9	A
USGS	09066325	2005-11-02	31.3	A
USGS	09066325	2005-11-03	31.3	A
USGS	09066325	2005-11-04	29.9	A
USGS	09066325	2005-11-05	29.6	A
USGS	09066325	2005-11-06	31.4	A
USGS	09066325	2005-11-07	30.5	A
USGS	09066325	2005-11-08	30.0	A
USGS	09066325	2005-11-09	29.2	A
USGS	09066325	2005-11-10	28.9	A
USGS	09066325	2005-11-11	30.2	A
USGS	09066325	2005-11-12	30.8	A
USGS	09066325	2005-11-13	32.4	A
USGS	09066325	2005-11-14	30.8	A
USGS	09066325	2005-11-15	27.5	A
USGS	09066325	2005-11-16	29.8	A
USGS	09066325	2005-11-17	32.2	A
USGS	09066325	2005-11-18	29.1	A
USGS	09066325	2005-11-19	30.2	A
USGS	09066325	2005-11-20	28.0	A
USGS	09066325	2005-11-21	27.8	A
USGS	09066325	2005-11-22	27.6	A
USGS	09066325	2005-11-23	27.9	A
USGS	09066325	2005-11-24	27.8	A
USGS	09066325	2005-11-25	27.7	A
USGS	09066325	2005-11-26	28.2	A
USGS	09066325	2005-11-27	27.6	A
USGS	09066325	2005-11-28	26.3	A
USGS	09066325	2005-11-29	26.8	A
USGS	09066325	2005-11-30	27.5	A
USGS	09066325	2005-12-01	28.1	A
USGS	09066325	2005-12-02	28.3	A
USGS	09066325	2005-12-03	28.1	A
USGS	09066325	2005-12-04	26.7	A
USGS	09066325	2005-12-05	26.1	A
USGS	09066325	2005-12-06	26.7	A
USGS	09066325	2005-12-07	25.2	A
USGS	09066325	2005-12-08	24.0	A
USGS	09066325	2005-12-09	25.6	A
USGS	09066325	2005-12-10	25.0	A
USGS	09066325	2005-12-11	24.7	A
USGS	09066325	2005-12-12	24.7	A
USGS	09066325	2005-12-13	24.9	A
USGS	09066325	2005-12-14	24.7	A
USGS	09066325	2005-12-15	24.1	A
USGS	09066325	2005-12-16	24.8	A
USGS	09066325	2005-12-17	24.6	A
USGS	09066325	2005-12-18	24.4	A
USGS	09066325	2005-12-19	24.5	A
USGS	09066325	2005-12-20	24.8	A
USGS	09066325	2005-12-21	24.5	A
USGS	09066325	2005-12-22	23.7	A
USGS	09066325	2005-12-23	23.7	A
USGS	09066325	2005-12-24	23.2	A
USGS	09066325	2005-12-25	22.4	A
USGS	09066325	2005-12-26	23.0	A
USGS	09066325	2005-12-27	23.2	A
USGS	09066325	2005-12-28	23.3	A
USGS	09066325	2005-12-29	23.4	A
USGS	09066325	2005-12-30	23.4	A
USGS	09066325	2005-12-31	24.0	A
USGS	09066325	2006-01-01	24.1	A
USGS	09066325	2006-01-02	24.0	A
USGS	09066325	2006-01-03	25.7	A
USGS	09066325	2006-01-04	25.9	A
USGS	09066325	2006-01-05	24.3	A
USGS	09066325	2006-01-06	25.1	A
USGS	09066325	2006-01-07	25.8	A
USGS	09066325	2006-01-08	23.7	A
USGS	09066325	2006-01-09	22.3	A
USGS	09066325	2006-01-10	21.4	A
USGS	09066325	2006-01-11	22.6	A
USGS	09066325	2006-01-12	22.3	A
USGS	09066325	2006-01-13	21.4	A
USGS	09066325	2006-01-14	22.4	A
USGS	09066325	2006-01-15	21.9	A
USGS	09066325	2006-01-16	21.3	A
USGS	09066325	2006-01-17	21.4	A
USGS	09066325	2006-01-18	21.7	A
USGS	09066325	2006-01-19	21.8	A
USGS	09066325	2006-01-20	21.4	A
USGS	09066325	2006-01-21	21.3	A
USGS	09066325	2006-01-22	22.3	A
USGS	09066325	2006-01-23	21.2	A
USGS	09066325	2006-01-24	21.8	A
USGS	09066325	2006-01-25	22.9	A
USGS	09066325	2006-01-26	23.7	A
USGS	09066325	2006-01-27	23.3	A
USGS	09066325	2006-01-28	23.6	A
USGS	09066325	2006-01-29	23.5	A
USGS	09066325	2006-01-30	23.5	A
USGS	09066325	2006-01-31	23.1	A
USGS	09066325	2006-02-01	22.6	A
USGS	09066325	2006-02-02	22.9	A
USGS	09066325	2006-02-03	23.2	A
USGS	09066325	2006-02-04	23.5	A
USGS	09066325	2006-02-05	23.0	A
USGS	09066325	2006-02-06	22.8	A
USGS	09066325	2006-02-07	22.8	A
USGS	09066325	2006-02-08	22.7	A
USGS	09066325	2006-02-09	22.8	A
USGS	09066325	2006-02-10	22.3	A
USGS	09066325	2006-02-11	21.5	A
USGS	09066325	2006-02-12	24.2	A
USGS	09066325	2006-02-13	25.1	A
USGS	09066325	2006-02-14	25.2	A
USGS	09066325	2006-02-15	25.0	A
USGS	09066325	2006-02-16	23.2	A:e
USGS	09066325	2006-02-17	22.8	A:e
USGS	09066325	2006-02-18	22.1	A:e
USGS	09066325	2006-02-19	21.0	A:e
USGS	09066325	2006-02-20	21.1	A
USGS	09066325	2006-02-21	20.4	A
USGS	09066325	2006-02-22	20.3	A
USGS	09066325	2006-02-23	20.0	A
USGS	09066325	2006-02-24	19.8	A
USGS	09066325	2006-02-25	20.1	A
USGS	09066325	2006-02-26	20.1	A
USGS	09066325	2006-02-27	20.6	A
USGS	09066325	2006-02-28	21.8	A
USGS	09066325	2006-03-01	22.9	A
USGS	09066325	2006-03-02	22.1	A
USGS	09066325	2006-03-03	22.9	A
USGS	09066325	2006-03-04	24.3	A
USGS	09066325	2006-03-05	24.4	A
USGS	09066325	2006-03-06	25.4	A
USGS	09066325	2006-03-07	26.8	A
USGS	09066325	2006-03-08	26.8	A
USGS	09066325	2006-03-09	25.2	A
USGS	09066325	2006-03-10	24.2	A
USGS	09066325	2006-03-11	23.3	A
USGS	09066325	2006-03-12	22.5	A
USGS	09066325	2006-03-13	21.7	A
USGS	09066325	2006-03-14	21.6	A:e
USGS	09066325	2006-03-15	21.4	A
USGS	09066325	2006-03-16	21.1	A
USGS	09066325	2006-03-17	21.4	A
USGS	09066325	2006-03-18	22.0	A
USGS	09066325	2006-03-19	22.0	A
USGS	09066325	2006-03-20	21.3	A
USGS	09066325	2006-03-21	20.6	A
USGS	09066325	2006-03-22	20.2	A
USGS	09066325	2006-03-23	19.5	A
USGS	09066325	2006-03-24	20.2	A
USGS	09066325	2006-03-25	21.1	A
USGS	09066325	2006-03-26	22.6	A
USGS	09066325	2006-03-27	21.3	A
USGS	09066325	2006-03-28	22.4	A
USGS	09066325	2006-03-29	24.0	A:e
USGS	09066325	2006-03-30	26.3	A:e
USGS	09066325	2006-03-31	25.4	A:e
USGS	09066325	2006-04-01	27.3	A:e
USGS	09066325	2006-04-02	27.5	A:e
USGS	09066325	2006-04-03	28.3	A:e
USGS	09066325	2006-04-04	37.0	A:e
USGS	09066325	2006-04-05	48.2	A:e
USGS	09066325	2006-04-06	44.0	A:e
USGS	09066325	2006-04-07	38.4	A
USGS	09066325	2006-04-08	38.4	A
USGS	09066325	2006-04-09	47.2	A
USGS	09066325	2006-04-10	59.9	A
USGS	09066325	2006-04-11	66.4	A
USGS	09066325	2006-04-12	66.9	A
USGS	09066325	2006-04-13	89.1	A
USGS	09066325	2006-04-14	111	A
USGS	09066325	2006-04-15	127	A
USGS	09066325	2006-04-16	106	A
USGS	09066325	2006-04-17	117	A
USGS	09066325	2006-04-18	123	A
USGS	09066325	2006-04-19	102	A
USGS	09066325	2006-04-20	95.7	A
USGS	09066325	2006-04-21	104	A
USGS	09066325	2006-04-22	128	A
USGS	09066325	2006-04-23	177	A
USGS	09066325	2006-04-24	213	A
USGS	09066325	2006-04-25	185	A
USGS	09066325	2006-04-26	180	A
USGS	09066325	2006-04-27	215	A
USGS	09066325	2006-04-28	252	A
USGS	09066325	2006-04-29	210	A
USGS	09066325	2006-04-30	196	A
USGS	09066325	2006-05-01	194	A
USGS	09066325	2006-05-02	217	A
USGS	09066325	2006-05-03	247	A
USGS	09066325	2006-05-04	242	A
USGS	09066325	2006-05-05	254	A
USGS	09066325	2006-05-06	244	A
USGS	09066325	2006-05-07	243	A
USGS	09066325	2006-05-08	243	A
USGS	09066325	2006-05-09	237	A
USGS	09066325	2006-05-10	223	A
USGS	09066325	2006-05-11	215	A
USGS	09066325	2006-05-12	225	A
USGS	09066325	2006-05-13	284	A
USGS	09066325	2006-05-14	352	A
USGS	09066325	2006-05-15	410	A
USGS	09066325	2006-05-16	487	A
USGS	09066325	2006-05-17	552	A
USGS	09066325	2006-05-18	622	A
USGS	09066325	2006-05-19	656	A
USGS	09066325	2006-05-20	682	A
USGS	09066325	2006-05-21	761	A
USGS	09066325	2006-05-22	836	A
USGS	09066325	2006-05-23	837	A
USGS	09066325	2006-05-24	702	A
USGS	09066325	2006-05-25	799	A
USGS	09066325	2006-05-26	865	A
USGS	09066325	2006-05-27	830	A
USGS	09066325	2006-05-28	755	A
USGS	09066325	2006-05-29	604	A
USGS	09066325	2006-05-30	522	A
USGS	09066325	2006-05-31	557	A
USGS	09066325	2006-06-01	630	A
USGS	09066325	2006-06-02	733	A
USGS	09066325	2006-06-03	774	A
USGS	09066325	2006-06-04	830	A
USGS	09066325	2006-06-05	901	A
USGS	09066325	2006-06-06	949	A
USGS	09066325	2006-06-07	939	A
USGS	09066325	2006-06-08	864	A
USGS	09066325	2006-06-09	791	A
USGS	09066325	2006-06-10	740	A
USGS	09066325	2006-06-11	719	A
USGS	09066325	2006-06-12	669	A
USGS	09066325	2006-06-13	651	A
USGS	09066325	2006-06-14	663	A
USGS	09066325	2006-06-15	584	A
USGS	09066325	2006-06-16	459	A
USGS	09066325	2006-06-17	415	A
USGS	09066325	2006-06-18	432	A
USGS	09066325	2006-06-19	433	A
USGS	09066325	2006-06-20	408	A
USGS	09066325	2006-06-21	383	A
USGS	09066325	2006-06-22	368	A
USGS	09066325	2006-06-23	347	A
USGS	09066325	2006-06-24	323	A
USGS	09066325	2006-06-25	297	A
USGS	09066325	2006-06-26	274	A
USGS	09066325	2006-06-27	259	A
USGS	09066325	2006-06-28	243	A
USGS	09066325	2006-06-29	234	A
USGS	09066325	2006-06-30	220	A
USGS	09066325	2006-07-01	209	A
USGS	09066325	2006-07-02	200	A
USGS	09066325	2006-07-03	206	A
USGS	09066325	2006-07-04	192	A
USGS	09066325	2006-07-05	176	A
USGS	09066325	2006-07-06	192	A
USGS	09066325	2006-07-07	168	A
USGS	09066325	2006-07-08	192	A
USGS	09066325	2006-07-09	188	A
USGS	09066325	2006-07-10	193	A
USGS	09066325	2006-07-11	164	A
USGS	09066325	2006-07-12	147	A
USGS	09066325	2006-07-13	137	A
USGS	09066325	2006-07-14	126	A
USGS	09066325	2006-07-15	118	A
USGS	09066325	2006-07-16	112	A
USGS	09066325	2006-07-17	106	A
USGS	09066325	2006-07-18	100	A
USGS	09066325	2006-07-19	101	A
USGS	09066325	2006-07-20	128	A
USGS	09066325	2006-07-21	119	A
USGS	09066325	2006-07-22	100	A
USGS	09066325	2006-07-23	89.8	A
USGS	09066325	2006-07-24	85.6	A
USGS	09066325	2006-07-25	85.0	A
USGS	09066325	2006-07-26	106	A
USGS	09066325	2006-07-27	99.5	A
USGS	09066325	2006-07-28	84.5	A
USGS	09066325	2006-07-29	76.0	A
USGS	09066325	2006-07-30	69.4	A
USGS	09066325	2006-07-31	77.0	A
USGS	09066325	2006-08-01	81.5	A
USGS	09066325	2006-08-02	69.6	A
USGS	09066325	2006-08-03	63.3	A
USGS	09066325	2006-08-04	63.8	A
USGS	09066325	2006-08-05	57.2	A
USGS	09066325	2006-08-06	58.3	A
USGS	09066325	2006-08-07	54.8	A
USGS	09066325	2006-08-08	50.9	A
USGS	09066325	2006-08-09	47.3	A
USGS	09066325	2006-08-10	44.0	A
USGS	09066325	2006-08-11	42.5	A
USGS	09066325	2006-08-12	41.1	A
USGS	09066325	2006-08-13	41.7	A
USGS	09066325	2006-08-14	37.5	A
USGS	09066325	2006-08-15	36.6	A
USGS	09066325	2006-08-16	39.1	A
USGS	09066325	2006-08-17	35.5	A
USGS	09066325	2006-08-18	35.0	A
USGS	09066325	2006-08-19	37.8	A
USGS	09066325	2006-08-20	32.7	A
USGS	09066325	2006-08-21	31.9	A
USGS	09066325	2006-08-22	29.6	A
USGS	09066325	2006-08-23	28.8	A
USGS	09066325	2006-08-24	27.3	A
USGS	09066325	2006-08-25	26.7	A
USGS	09066325	2006-08-26	37.1	A
USGS	09066325	2006-08-27	36.1	A
USGS	09066325	2006-08-28	32.4	A
USGS	09066325	2006-08-29	28.7	A
USGS	09066325	2006-08-30	26.0	A
USGS	09066325	2006-08-31	24.4	A
USGS	09066325	2006-09-01	23.5	A
USGS	09066325	2006-09-02	21.9	A
USGS	09066325	2006-09-03	20.5	A
USGS	09066325	2006-09-04	18.2	A
USGS	09066325	2006-09-05	16.9	A
USGS	09066325	2006-09-06	16.9	A
USGS	09066325	2006-09-07	18.6	A
USGS	09066325	2006-09-08	23.0	A
USGS	09066325	2006-09-09	37.7	A
USGS	09066325	2006-09-10	30.2	A
USGS	09066325	2006-09-11	28.0	A
USGS	09066325	2006-09-12	26.1	A
USGS	09066325	2006-09-13	23.3	A
USGS	09066325	2006-09-14	22.1	A
USGS	09066325	2006-09-15	26.1	A
USGS	09066325	2006-09-16	31.3	A
USGS	09066325	2006-09-17	28.4	A
USGS	09066325	2006-09-18	26.8	A
USGS	09066325	2006-09-19	28.0	A
USGS	09066325	2006-09-20	26.8	A
USGS	09066325	2006-09-21	36.2	A
USGS	09066325	2006-09-22	38.3	A
USGS	09066325	2006-09-23	37.2	A
USGS	09066325	2006-09-24	36.0	A
USGS	09066325	2006-09-25	39.3	A
USGS	09066325	2006-09-26	42.7	A
USGS	09066325	2006-09-27	45.6	A
USGS	09066325	2006-09-28	49.1	A
USGS	09066325	2006-09-29	54.6	A
USGS	09066325	2006-09-30	57.7	A
USGS	09066325	2006-10-01	56.3	A
USGS	09066325	2006-10-02	51.9	A
USGS	09066325	2006-10-03	58.1	A
USGS	09066325	2006-10-04	55.9	A
USGS	09066325	2006-10-05	55.9	A
USGS	09066325	2006-10-06	57.5	A
USGS	09066325	2006-10-07	60.6	A
USGS	09066325	2006-10-08	56.4	A
USGS	09066325	2006-10-09	52.7	A
USGS	09066325	2006-10-10	49.5	A
USGS	09066325	2006-10-11	45.9	A
USGS	09066325	2006-10-12	42.7	A
USGS	09066325	2006-10-13	41.6	A
USGS	09066325	2006-10-14	41.4	A
USGS	09066325	2006-10-15	42.3	A
USGS	09066325	2006-10-16	42.1	A
USGS	09066325	2006-10-17	44.6	A
USGS	09066325	2006-10-18	43.5	A
USGS	09066325	2006-10-19	40.2	A
USGS	09066325	2006-10-20	41.2	A
USGS	09066325	2006-10-21	41.5	A
USGS	09066325	2006-10-22	38.9	A
USGS	09066325	2006-10-23	36.8	A
USGS	09066325	2006-10-24	39.5	A
USGS	09066325	2006-10-25	38.0	A
USGS	09066325	2006-10-26	36.8	A
USGS	09066325	2006-10-27	37.4	A
USGS	09066325	2006-10-28	36.1	A
USGS	09066325	2006-10-29	36.7	A
USGS	09066325	2006-10-30	37.2	A
USGS	09066325	2006-10-31	36.2	A
USGS	09066325	2006-11-01	33.8	A
USGS	09066325	2006-11-02	31.4	A
USGS	09066325	2006-11-03	32.8	A
USGS	09066325	2006-11-04	31.7	A
USGS	09066325	2006-11-05	30.3	A
USGS	09066325	2006-11-06	29.3	A
USGS	09066325	2006-11-07	30.4	A
USGS	09066325	2006-11-08	31.0	A
USGS	09066325	2006-11-09	31.2	A
USGS	09066325	2006-11-10	30.2	A
USGS	09066325	2006-11-11	26.9	A
USGS	09066325	2006-11-12	32.4	A
USGS	09066325	2006-11-13	23.1	A
USGS	09066325	2006-11-14	31.4	A
USGS	09066325	2006-11-15	29.6	A
USGS	09066325	2006-11-16	29.7	A
USGS	09066325	2006-11-17	31.5	A
USGS	09066325	2006-11-18	29.0	A
USGS	09066325	2006-11-19	26.8	A
USGS	09066325	2006-11-20	26.2	A
USGS	09066325	2006-11-21	26.3	A
USGS	09066325	2006-11-22	26.6	A
USGS	09066325	2006-11-23	26.8	A
USGS	09066325	2006-11-24	26.1	A
USGS	09066325	2006-11-25	26.8	A
USGS	09066325	2006-11-26	25.6	A
USGS	09066325	2006-11-27	23.8	A
USGS	09066325	2006-11-28	25.5	A
USGS	09066325	2006-11-29	23.2	A
USGS	09066325	2006-11-30	19.4	A
USGS	09066325	2006-12-01	25.4	A
USGS	09066325	2006-12-02	24.6	A
USGS	09066325	2006-12-03	21.3	A
USGS	09066325	2006-12-04	22.5	A
USGS	09066325	2006-12-05	23.5	A
USGS	09066325	2006-12-06	23.6	A
USGS	09066325	2006-12-07	22.6	A
USGS	09066325	2006-12-08	21.8	A
USGS	09066325	2006-12-09	21.8	A
USGS	09066325	2006-12-10	21.8	A
USGS	09066325	2006-12-11	22.1	A
USGS	09066325	2006-12-12	22.4	A
USGS	09066325	2006-12-13	21.8	A
USGS	09066325	2006-12-14	22.7	A
USGS	09066325	2006-12-15	23.9	A
USGS	09066325	2006-12-16	22.9	A
USGS	09066325	2006-12-17	22.6	A
USGS	09066325	2006-12-18	21.4	A
USGS	09066325	2006-12-19	20.6	A
USGS	09066325	2006-12-20	21.4	A
USGS	09066325	2006-12-21	20.3	A
USGS	09066325	2006-12-22	19.1	A
USGS	09066325	2006-12-23	20.6	A
USGS	09066325	2006-12-24	21.7	A
USGS	09066325	2006-12-25	21.7	A
USGS	09066325	2006-12-26	22.5	A
USGS	09066325	2006-12-27	22.3	A
USGS	09066325	2006-12-28	22.0	A
USGS	09066325	2006-12-29	21.4	A
USGS	09066325	2006-12-30	19.9	A
USGS	09066325	2006-12-31	18.5	A
USGS	09066325	2007-01-01	18.0	A
USGS	09066325	2007-01-02	16.6	A
USGS	09066325	2007-01-03	16.9	A
USGS	09066325	2007-01-04	17.8	A
USGS	09066325	2007-01-05	18.5	A
USGS	09066325	2007-01-06	16.9	A
USGS	09066325	2007-01-07	18.6	A
USGS	09066325	2007-01-08	19.4	A
USGS	09066325	2007-01-09	18.3	A
USGS	09066325	2007-01-10	18.2	A
USGS	09066325	2007-01-11	18.3	A
USGS	09066325	2007-01-12	19.1	A
USGS	09066325	2007-01-13	19.9	A
USGS	09066325	2007-01-14	19.2	A
USGS	09066325	2007-01-15	16.5	A
USGS	09066325	2007-01-16	18.1	A
USGS	09066325	2007-01-17	18.6	A
USGS	09066325	2007-01-18	19.2	A
USGS	09066325	2007-01-19	18.7	A
USGS	09066325	2007-01-20	19.4	A
USGS	09066325	2007-01-21	19.6	A
USGS	09066325	2007-01-22	18.5	A
USGS	09066325	2007-01-23	18.1	A
USGS	09066325	2007-01-24	18.2	A
USGS	09066325	2007-01-25	18.5	A
USGS	09066325	2007-01-26	18.7	A
USGS	09066325	2007-01-27	18.7	A
USGS	09066325	2007-01-28	18.4	A
USGS	09066325	2007-01-29	18.7	A
USGS	09066325	2007-01-30	18.9	A
USGS	09066325	2007-01-31	18.8	A
USGS	09066325	2007-02-01	18.1	A
USGS	09066325	2007-02-02	18.7	A
USGS	09066325	2007-02-03	20.4	A
USGS	09066325	2007-02-04	20.5	A
USGS	09066325	2007-02-05	20.5	A
USGS	09066325	2007-02-06	20.3	A
USGS	09066325	2007-02-07	20.0	A
USGS	09066325	2007-02-08	20.1	A
USGS	09066325	2007-02-09	19.6	A
USGS	09066325	2007-02-10	19.5	A
USGS	09066325	2007-02-11	19.7	A
USGS	09066325	2007-02-12	20.0	A
USGS	09066325	2007-02-13	19.0	A
USGS	09066325	2007-02-14	18.8	A
USGS	09066325	2007-02-15	19.0	A:e
USGS	09066325	2007-02-16	19.0	A
USGS	09066325	2007-02-17	18.4	A
USGS	09066325	2007-02-18	19.0	A
USGS	09066325	2007-02-19	19.0	A
USGS	09066325	2007-02-20	18.3	A
USGS	09066325	2007-02-21	18.6	A
USGS	09066325	2007-02-22	20.3	A
USGS	09066325	2007-02-23	20.9	A
USGS	09066325	2007-02-24	19.5	A
USGS	09066325	2007-02-25	18.7	A
USGS	09066325	2007-02-26	20.3	A
USGS	09066325	2007-02-27	19.0	A
USGS	09066325	2007-02-28	17.3	A
USGS	09066325	2007-03-01	15.5	A
USGS	09066325	2007-03-02	15.8	A
USGS	09066325	2007-03-03	16.4	A
USGS	09066325	2007-03-04	15.6	A
USGS	09066325	2007-03-05	16.5	A
USGS	09066325	2007-03-06	17.7	A
USGS	09066325	2007-03-07	20.1	A
USGS	09066325	2007-03-08	21.3	A
USGS	09066325	2007-03-09	21.0	A
USGS	09066325	2007-03-10	21.3	A
USGS	09066325	2007-03-11	20.9	A
USGS	09066325	2007-03-12	22.5	A
USGS	09066325	2007-03-13	28.1	A
USGS	09066325	2007-03-14	34.1	A
USGS	09066325	2007-03-15	36.0	A
USGS	09066325	2007-03-16	35.1	A
USGS	09066325	2007-03-17	40.2	A
USGS	09066325	2007-03-18	46.2	A
USGS	09066325	2007-03-19	49.4	A
USGS	09066325	2007-03-20	47.6	A
USGS	09066325	2007-03-21	49.7	A
USGS	09066325	2007-03-22	45.6	A
USGS	09066325	2007-03-23	46.5	A
USGS	09066325	2007-03-24	48.0	A
USGS	09066325	2007-03-25	46.8	A
USGS	09066325	2007-03-26	44.6	A
USGS	09066325	2007-03-27	46.3	A
USGS	09066325	2007-03-28	47.5	A
USGS	09066325	2007-03-29	42.5	A
USGS	09066325	2007-03-30	39.1	A
USGS	09066325	2007-03-31	37.8	A
USGS	09066325	2007-04-01	36.1	A
USGS	09066325	2007-04-02	36.7	A
USGS	09066325	2007-04-03	41.0	A
USGS	09066325	2007-04-04	43.5	A
USGS	09066325	2007-04-05	49.2	A
USGS	09066325	2007-04-06	45.5	A
USGS	09066325	2007-04-07	48.5	A
USGS	09066325	2007-04-08	48.6	A
USGS	09066325	2007-04-09	48.3	A
USGS	09066325	2007-04-10	52.9	A
USGS	09066325	2007-04-11	45.8	A
USGS	09066325	2007-04-12	43.1	A
USGS	09066325	2007-04-13	42.4	A
USGS	09066325	2007-04-14	40.9	A
USGS	09066325	2007-04-15	43.8	A
USGS	09066325	2007-04-16	47.9	A
USGS	09066325	2007-04-17	51.8	A
USGS	09066325	2007-04-18	52.8	A
USGS	09066325	2007-04-19	58.5	A
USGS	09066325	2007-04-20	60.3	A
USGS	09066325	2007-04-21	68.9	A
USGS	09066325	2007-04-22	64.7	A
USGS	09066325	2007-04-23	66.6	A
USGS	09066325	2007-04-24	68.8	A
USGS	09066325	2007-04-25	64.6	A
USGS	09066325	2007-04-26	64.1	A
USGS	09066325	2007-04-27	68.6	A
USGS	09066325	2007-04-28	90.5	A
USGS	09066325	2007-04-29	139	A
USGS	09066325	2007-04-30	205	A
USGS	09066325	2007-05-01	242	A
USGS	09066325	2007-05-02	262	A
USGS	09066325	2007-05-03	277	A
USGS	09066325	2007-05-04	271	A
USGS	09066325	2007-05-05	215	A
USGS	09066325	2007-05-06	182	A
USGS	09066325	2007-05-07	156	A
USGS	09066325	2007-05-08	141	A
USGS	09066325	2007-05-09	152	A
USGS	09066325	2007-05-10	190	A
USGS	09066325	2007-05-11	284	A
USGS	09066325	2007-05-12	365	A
USGS	09066325	2007-05-13	422	A
USGS	09066325	2007-05-14	456	A
