agency_cd	site_no	datetime	18601_00060_00003	18601_00060_00003_cd
5s	15s	20d	14n	10s
USGS	09066325	2010-03-25	13.8	A
USGS	09066325	2010-03-26	15.0	A
USGS	09066325	2010-03-27	13.3	A
USGS	09066325	2010-03-28	13.4	A
USGS	09066325	2010-03-29	14.5	A
USGS	09066325	2010-03-30	17.0	A
USGS	09066325	2010-03-31	19.3	A
USGS	09066325	2010-04-01	20.0	A
USGS	09066325	2010-04-02	17.1	A
USGS	09066325	2010-04-03	16.0	A
USGS	09066325	2010-04-04	15.0	A
USGS	09066325	2010-04-05	15.2	A
USGS	09066325	2010-04-06	14.7	A
USGS	09066325	2010-04-07	14.3	A
USGS	09066325	2010-04-08	15.9	A
USGS	09066325	2010-04-09	18.6	A
USGS	09066325	2010-04-10	20.5	A
USGS	09066325	2010-04-11	24.1	A
USGS	09066325	2010-04-12	35.3	A
USGS	09066325	2010-04-13	40.3	A
USGS	09066325	2010-04-14	34.7	A
USGS	09066325	2010-04-15	45.6	A
USGS	09066325	2010-04-16	60.3	A
USGS	09066325	2010-04-17	69.1	A
USGS	09066325	2010-04-18	63.7	A
USGS	09066325	2010-04-19	73.7	A
USGS	09066325	2010-04-20	86.4	A
USGS	09066325	2010-04-21	111	A
USGS	09066325	2010-04-22	137	A
USGS	09066325	2010-04-23	112	A
USGS	09066325	2010-04-24	88.3	A
USGS	09066325	2010-04-25	73.4	A
USGS	09066325	2010-04-26	65.1	A
USGS	09066325	2010-04-27	63.5	A
USGS	09066325	2010-04-28	70.7	A
USGS	09066325	2010-04-29	74.9	A
USGS	09066325	2010-04-30	64.8	A
USGS	09066325	2010-05-01	61.2	A
USGS	09066325	2010-05-02	57.4	A
USGS	09066325	2010-05-03	55.2	A
USGS	09066325	2010-05-04	54.9	A
USGS	09066325	2010-05-05	54.7	A
USGS	09066325	2010-05-06	64.0	A
USGS	09066325	2010-05-07	61.6	A
USGS	09066325	2010-05-08	64.0	A
USGS	09066325	2010-05-09	70.4	A
USGS	09066325	2010-05-10	97.0	A
USGS	09066325	2010-05-11	94.6	A
USGS	09066325	2010-05-12	99.7	A
USGS	09066325	2010-05-13	97.8	A
USGS	09066325	2010-05-14	105	A
USGS	09066325	2010-05-15	116	A
USGS	09066325	2010-05-16	112	A
USGS	09066325	2010-05-17	136	A
USGS	09066325	2010-05-18	203	A
USGS	09066325	2010-05-19	243	A
USGS	09066325	2010-05-20	234	A
USGS	09066325	2010-05-21	277	A
USGS	09066325	2010-05-22	375	A
USGS	09066325	2010-05-23	478	A
USGS	09066325	2010-05-24	526	A
USGS	09066325	2010-05-25	364	A
USGS	09066325	2010-05-26	391	A
USGS	09066325	2010-05-27	582	A
USGS	09066325	2010-05-28	873	A
USGS	09066325	2010-05-29	1060	A
USGS	09066325	2010-05-30	1020	A
USGS	09066325	2010-05-31	971	A
USGS	09066325	2010-06-01	949	A
USGS	09066325	2010-06-02	814	A
USGS	09066325	2010-06-03	720	A
USGS	09066325	2010-06-04	933	A
USGS	09066325	2010-06-05	1440	A:e
USGS	09066325	2010-06-06	1590	A:e
USGS	09066325	2010-06-07	1600	A:e
USGS	09066325	2010-06-08	1350	A:e
USGS	09066325	2010-06-09	1430	A:e
USGS	09066325	2010-06-10	1080	A
USGS	09066325	2010-06-11	800	A
USGS	09066325	2010-06-12	767	A
USGS	09066325	2010-06-13	691	A
USGS	09066325	2010-06-14	546	A
USGS	09066325	2010-06-15	466	A
USGS	09066325	2010-06-16	505	A
USGS	09066325	2010-06-17	533	A
USGS	09066325	2010-06-18	551	A
USGS	09066325	2010-06-19	550	A
USGS	09066325	2010-06-20	514	A
USGS	09066325	2010-06-21	476	A
USGS	09066325	2010-06-22	448	A
USGS	09066325	2010-06-23	412	A
USGS	09066325	2010-06-24	399	A
USGS	09066325	2010-06-25	371	A
USGS	09066325	2010-06-26	347	A
USGS	09066325	2010-06-27	327	A
USGS	09066325	2010-06-28	300	A
USGS	09066325	2010-06-29	284	A
USGS	09066325	2010-06-30	262	A
USGS	09066325	2010-07-01	250	A
USGS	09066325	2010-07-02	247	A
USGS	09066325	2010-07-03	224	A
USGS	09066325	2010-07-04	207	A
USGS	09066325	2010-07-05	192	A
USGS	09066325	2010-07-06	179	A
USGS	09066325	2010-07-07	169	A
USGS	09066325	2010-07-08	165	A
USGS	09066325	2010-07-09	152	A
USGS	09066325	2010-07-10	145	A
USGS	09066325	2010-07-11	142	A
USGS	09066325	2010-07-12	139	A
USGS	09066325	2010-07-13	126	A
USGS	09066325	2010-07-14	121	A
USGS	09066325	2010-07-15	113	A
USGS	09066325	2010-07-16	104	A
USGS	09066325	2010-07-17	96.3	A
USGS	09066325	2010-07-18	90.6	A
USGS	09066325	2010-07-19	86.4	A
USGS	09066325	2010-07-20	82.2	A
USGS	09066325	2010-07-21	103	A
USGS	09066325	2010-07-22	92.9	A
USGS	09066325	2010-07-23	81.7	A
USGS	09066325	2010-07-24	76.1	A
USGS	09066325	2010-07-25	71.6	A
USGS	09066325	2010-07-26	67.3	A
USGS	09066325	2010-07-27	64.0	A
USGS	09066325	2010-07-28	68.2	A
USGS	09066325	2010-07-29	93.4	A
USGS	09066325	2010-07-30	91.3	A
USGS	09066325	2010-07-31	78.8	A
USGS	09066325	2010-08-01	83.6	A
USGS	09066325	2010-08-02	103	A
USGS	09066325	2010-08-03	131	A
USGS	09066325	2010-08-04	109	A
USGS	09066325	2010-08-05	98.4	A
USGS	09066325	2010-08-06	87.1	A
USGS	09066325	2010-08-07	78.8	A
USGS	09066325	2010-08-08	75.1	A
USGS	09066325	2010-08-09	67.3	A
USGS	09066325	2010-08-10	62.0	A
USGS	09066325	2010-08-11	56.8	A
USGS	09066325	2010-08-12	56.9	A
USGS	09066325	2010-08-13	52.2	A
USGS	09066325	2010-08-14	47.9	A
USGS	09066325	2010-08-15	45.0	A
USGS	09066325	2010-08-16	44.4	A
USGS	09066325	2010-08-17	44.1	A
USGS	09066325	2010-08-18	40.4	A
USGS	09066325	2010-08-19	43.7	A
USGS	09066325	2010-08-20	52.1	A
USGS	09066325	2010-08-21	42.7	A
USGS	09066325	2010-08-22	39.4	A
USGS	09066325	2010-08-23	37.9	A
USGS	09066325	2010-08-24	37.0	A
USGS	09066325	2010-08-25	36.2	A
USGS	09066325	2010-08-26	35.5	A
USGS	09066325	2010-08-27	34.5	A
USGS	09066325	2010-08-28	34.0	A
USGS	09066325	2010-08-29	34.5	A
USGS	09066325	2010-08-30	33.3	A
USGS	09066325	2010-08-31	31.8	A
USGS	09066325	2010-09-01	29.6	A
USGS	09066325	2010-09-02	27.4	A
USGS	09066325	2010-09-03	25.8	A
USGS	09066325	2010-09-04	24.4	A
USGS	09066325	2010-09-05	23.1	A
USGS	09066325	2010-09-06	21.9	A
USGS	09066325	2010-09-07	22.3	A
USGS	09066325	2010-09-08	24.8	A
USGS	09066325	2010-09-09	25.2	A
USGS	09066325	2010-09-10	22.8	A
USGS	09066325	2010-09-11	22.1	A
USGS	09066325	2010-09-12	21.6	A
USGS	09066325	2010-09-13	21.2	A
USGS	09066325	2010-09-14	21.0	A
USGS	09066325	2010-09-15	20.9	A
USGS	09066325	2010-09-16	21.1	A
USGS	09066325	2010-09-17	23.1	A
USGS	09066325	2010-09-18	21.5	A
USGS	09066325	2010-09-19	20.9	A
USGS	09066325	2010-09-20	20.9	A
USGS	09066325	2010-09-21	21.3	A
USGS	09066325	2010-09-22	22.7	A
USGS	09066325	2010-09-23	30.3	A
USGS	09066325	2010-09-24	25.0	A
USGS	09066325	2010-09-25	22.1	A
USGS	09066325	2010-09-26	21.2	A
USGS	09066325	2010-09-27	20.5	A
USGS	09066325	2010-09-28	20.0	A
USGS	09066325	2010-09-29	19.5	A
USGS	09066325	2010-09-30	19.0	A
USGS	09066325	2010-10-01	18.7	A
USGS	09066325	2010-10-02	18.8	A
USGS	09066325	2010-10-03	18.8	A
USGS	09066325	2010-10-04	18.5	A
USGS	09066325	2010-10-05	18.4	A
USGS	09066325	2010-10-06	19.1	A
USGS	09066325	2010-10-07	21.3	A
USGS	09066325	2010-10-08	20.9	A
USGS	09066325	2010-10-09	20.8	A
USGS	09066325	2010-10-10	20.9	A
USGS	09066325	2010-10-11	21.1	A
USGS	09066325	2010-10-12	22.5	A
USGS	09066325	2010-10-13	20.9	A
USGS	09066325	2010-10-14	19.1	A
USGS	09066325	2010-10-15	18.3	A
USGS	09066325	2010-10-16	18.0	A
USGS	09066325	2010-10-17	17.6	A
USGS	09066325	2010-10-18	17.4	A
USGS	09066325	2010-10-19	18.2	A
USGS	09066325	2010-10-20	18.5	A
USGS	09066325	2010-10-21	17.6	A
USGS	09066325	2010-10-22	19.2	A
USGS	09066325	2010-10-23	27.1	A
USGS	09066325	2010-10-24	25.1	A
USGS	09066325	2010-10-25	33.4	A
USGS	09066325	2010-10-26	24.7	A
USGS	09066325	2010-10-27	23.3	A
USGS	09066325	2010-10-28	21.2	A
USGS	09066325	2010-10-29	24.2	A
USGS	09066325	2010-10-30	25.4	A
USGS	09066325	2010-10-31	27.3	A
USGS	09066325	2010-11-01	25.4	A
USGS	09066325	2010-11-02	23.8	A
USGS	09066325	2010-11-03	25.1	A
USGS	09066325	2010-11-04	25.8	A
USGS	09066325	2010-11-05	24.6	A
USGS	09066325	2010-11-06	26.7	A
USGS	09066325	2010-11-07	28.1	A
USGS	09066325	2010-11-08	27.2	A
USGS	09066325	2010-11-09	27.1	A
USGS	09066325	2010-11-10	21.3	A
USGS	09066325	2010-11-11	22.2	A
USGS	09066325	2010-11-12	19.8	A
USGS	09066325	2010-11-13	20.0	A:e
USGS	09066325	2010-11-14	20.6	A
USGS	09066325	2010-11-15	20.4	A
USGS	09066325	2010-11-16	20.5	A
USGS	09066325	2010-11-17	21.5	A
USGS	09066325	2010-11-18	20.8	A
USGS	09066325	2010-11-19	20.7	A
USGS	09066325	2010-11-20	19.7	A
USGS	09066325	2010-11-21	21.1	A
USGS	09066325	2010-11-22	19.5	A
USGS	09066325	2010-11-23	18.7	A
USGS	09066325	2010-11-24	19.4	A
USGS	09066325	2010-11-25	17.3	A
USGS	09066325	2010-11-26	21.4	A
USGS	09066325	2010-11-27	20.5	A
USGS	09066325	2010-11-28	20.4	A
USGS	09066325	2010-11-29	20.4	A
USGS	09066325	2010-11-30	19.4	A
USGS	09066325	2010-12-01	19.8	A
USGS	09066325	2010-12-02	20.4	A
USGS	09066325	2010-12-03	21.5	A
USGS	09066325	2010-12-04	21.6	A
USGS	09066325	2010-12-05	21.2	A
USGS	09066325	2010-12-06	20.7	A
USGS	09066325	2010-12-07	20.3	A
USGS	09066325	2010-12-08	18.8	A
USGS	09066325	2010-12-09	19.7	A
USGS	09066325	2010-12-10	20.9	A
USGS	09066325	2010-12-11	20.2	A
USGS	09066325	2010-12-12	20.1	A
USGS	09066325	2010-12-13	21.0	A
USGS	09066325	2010-12-14	20.6	A
USGS	09066325	2010-12-15	20.3	A
USGS	09066325	2010-12-16	18.8	A
USGS	09066325	2010-12-17	15.9	A
USGS	09066325	2010-12-18	19.6	A
USGS	09066325	2010-12-19	21.2	A
USGS	09066325	2010-12-20	23.4	A
USGS	09066325	2010-12-21	23.1	A
USGS	09066325	2010-12-22	22.2	A
USGS	09066325	2010-12-23	21.5	A
USGS	09066325	2010-12-24	20.3	A
USGS	09066325	2010-12-25	16.6	A
USGS	09066325	2010-12-26	19.1	A
USGS	09066325	2010-12-27	21.1	A
USGS	09066325	2010-12-28	18.5	A
USGS	09066325	2010-12-29	19.1	A
USGS	09066325	2010-12-30	20.1	A
USGS	09066325	2010-12-31	19.3	A
USGS	09066325	2011-01-01	19.8	A
USGS	09066325	2011-01-02	20.8	A
USGS	09066325	2011-01-03	21.5	A
USGS	09066325	2011-01-04	21.1	A
USGS	09066325	2011-01-05	20.5	A
USGS	09066325	2011-01-06	20.4	A
USGS	09066325	2011-01-07	20.3	A
USGS	09066325	2011-01-08	20.2	A
USGS	09066325	2011-01-09	19.6	A
USGS	09066325	2011-01-10	18.0	A
USGS	09066325	2011-01-11	17.5	A
USGS	09066325	2011-01-12	19.3	A
USGS	09066325	2011-01-13	19.2	A
USGS	09066325	2011-01-14	19.5	A
USGS	09066325	2011-01-15	19.8	A
USGS	09066325	2011-01-16	19.7	A
USGS	09066325	2011-01-17	20.1	A
USGS	09066325	2011-01-18	19.9	A
USGS	09066325	2011-01-19	20.4	A
USGS	09066325	2011-01-20	18.6	A
USGS	09066325	2011-01-21	20.2	A
USGS	09066325	2011-01-22	20.1	A
USGS	09066325	2011-01-23	20.0	A
USGS	09066325	2011-01-24	19.0	A
USGS	09066325	2011-01-25	19.0	A
USGS	09066325	2011-01-26	19.1	A
USGS	09066325	2011-01-27	19.1	A
USGS	09066325	2011-01-28	19.0	A
USGS	09066325	2011-01-29	19.5	A
USGS	09066325	2011-01-30	19.2	A
USGS	09066325	2011-01-31	18.9	A
USGS	09066325	2011-02-01	17.8	A
USGS	09066325	2011-02-02	16.3	A
USGS	09066325	2011-02-03	18.5	A
USGS	09066325	2011-02-04	19.4	A
USGS	09066325	2011-02-05	19.5	A
USGS	09066325	2011-02-06	19.2	A
USGS	09066325	2011-02-07	18.9	A
USGS	09066325	2011-02-08	19.5	A
USGS	09066325	2011-02-09	17.7	A
USGS	09066325	2011-02-10	18.6	A
USGS	09066325	2011-02-11	18.6	A
USGS	09066325	2011-02-12	18.5	A
USGS	09066325	2011-02-13	18.2	A
USGS	09066325	2011-02-14	18.2	A
USGS	09066325	2011-02-15	18.5	A
USGS	09066325	2011-02-16	18.3	A
USGS	09066325	2011-02-17	18.6	A
USGS	09066325	2011-02-18	18.3	A
USGS	09066325	2011-02-19	19.0	A
USGS	09066325	2011-02-20	19.0	A
USGS	09066325	2011-02-21	18.0	A
USGS	09066325	2011-02-22	17.0	A
USGS	09066325	2011-02-23	17.8	A
USGS	09066325	2011-02-24	18.9	A
USGS	09066325	2011-02-25	18.4	A
USGS	09066325	2011-02-26	18.5	A
USGS	09066325	2011-02-27	17.8	A
USGS	09066325	2011-02-28	17.9	A
USGS	09066325	2011-03-01	17.8	A
USGS	09066325	2011-03-02	18.8	A
USGS	09066325	2011-03-03	20.7	A
USGS	09066325	2011-03-04	19.3	A
USGS	09066325	2011-03-05	17.3	A
USGS	09066325	2011-03-06	19.7	A
USGS	09066325	2011-03-07	19.4	A
USGS	09066325	2011-03-08	19.0	A
USGS	09066325	2011-03-09	18.6	A
USGS	09066325	2011-03-10	19.2	A
USGS	09066325	2011-03-11	21.2	A
USGS	09066325	2011-03-12	22.1	A
USGS	09066325	2011-03-13	22.7	A
USGS	09066325	2011-03-14	21.9	A
USGS	09066325	2011-03-15	24.1	A
USGS	09066325	2011-03-16	26.8	A
USGS	09066325	2011-03-17	30.7	A
USGS	09066325	2011-03-18	30.1	A
USGS	09066325	2011-03-19	31.5	A
USGS	09066325	2011-03-20	31.3	A
USGS	09066325	2011-03-21	32.8	A
USGS	09066325	2011-03-22	35.2	A
USGS	09066325	2011-03-23	31.3	A
USGS	09066325	2011-03-24	30.5	A
USGS	09066325	2011-03-25	29.0	A
USGS	09066325	2011-03-26	28.4	A
USGS	09066325	2011-03-27	28.5	A
USGS	09066325	2011-03-28	27.9	A
USGS	09066325	2011-03-29	26.3	A
USGS	09066325	2011-03-30	25.0	A
USGS	09066325	2011-03-31	25.7	A
USGS	09066325	2011-04-01	27.6	A
USGS	09066325	2011-04-02	33.8	A
USGS	09066325	2011-04-03	43.0	A
USGS	09066325	2011-04-04	37.0	A
USGS	09066325	2011-04-05	35.8	A
USGS	09066325	2011-04-06	37.9	A
USGS	09066325	2011-04-07	36.8	A
USGS	09066325	2011-04-08	40.8	A
USGS	09066325	2011-04-09	46.8	A
USGS	09066325	2011-04-10	48.0	A
USGS	09066325	2011-04-11	43.7	A
USGS	09066325	2011-04-12	45.3	A
USGS	09066325	2011-04-13	47.4	A
USGS	09066325	2011-04-14	53.3	A
USGS	09066325	2011-04-15	48.5	A
USGS	09066325	2011-04-16	46.2	A
USGS	09066325	2011-04-17	43.6	A
USGS	09066325	2011-04-18	48.2	A
USGS	09066325	2011-04-19	53.9	A
USGS	09066325	2011-04-20	48.8	A
USGS	09066325	2011-04-21	59.0	A
USGS	09066325	2011-04-22	57.7	A
USGS	09066325	2011-04-23	56.7	A
USGS	09066325	2011-04-24	55.3	A
USGS	09066325	2011-04-25	55.0	A
USGS	09066325	2011-04-26	52.7	A
USGS	09066325	2011-04-27	48.4	A
USGS	09066325	2011-04-28	46.7	A
USGS	09066325	2011-04-29	52.7	A
USGS	09066325	2011-04-30	48.7	A
USGS	09066325	2011-05-01	45.1	A
USGS	09066325	2011-05-02	43.1	A
USGS	09066325	2011-05-03	42.5	A
USGS	09066325	2011-05-04	45.4	A
USGS	09066325	2011-05-05	50.0	A
USGS	09066325	2011-05-06	67.4	A
USGS	09066325	2011-05-07	95.9	A
USGS	09066325	2011-05-08	143	A
USGS	09066325	2011-05-09	180	A
USGS	09066325	2011-05-10	168	A
USGS	09066325	2011-05-11	166	A
USGS	09066325	2011-05-12	140	A
USGS	09066325	2011-05-13	129	A
USGS	09066325	2011-05-14	153	A
USGS	09066325	2011-05-15	190	A
USGS	09066325	2011-05-16	260	A
USGS	09066325	2011-05-17	298	A
USGS	09066325	2011-05-18	253	A
USGS	09066325	2011-05-19	222	A
USGS	09066325	2011-05-20	192	A
USGS	09066325	2011-05-21	181	A
USGS	09066325	2011-05-22	179	A
USGS	09066325	2011-05-23	190	A
USGS	09066325	2011-05-24	195	A
USGS	09066325	2011-05-25	184	A
USGS	09066325	2011-05-26	200	A
USGS	09066325	2011-05-27	241	A
USGS	09066325	2011-05-28	270	A
USGS	09066325	2011-05-29	447	A
USGS	09066325	2011-05-30	529	A
USGS	09066325	2011-05-31	423	A
USGS	09066325	2011-06-01	491	A
USGS	09066325	2011-06-02	629	A
USGS	09066325	2011-06-03	737	A
USGS	09066325	2011-06-04	723	A
USGS	09066325	2011-06-05	919	A
USGS	09066325	2011-06-06	1060	A
USGS	09066325	2011-06-07	1180	A
USGS	09066325	2011-06-08	1080	A
USGS	09066325	2011-06-09	1060	A
USGS	09066325	2011-06-10	1080	A
USGS	09066325	2011-06-11	1080	A
USGS	09066325	2011-06-12	1090	A
USGS	09066325	2011-06-13	1120	A
USGS	09066325	2011-06-14	1140	A
USGS	09066325	2011-06-15	1170	A
USGS	09066325	2011-06-16	1270	A
USGS	09066325	2011-06-17	1280	A
USGS	09066325	2011-06-18	1090	A
USGS	09066325	2011-06-19	1020	A
USGS	09066325	2011-06-20	951	A
USGS	09066325	2011-06-21	854	A
USGS	09066325	2011-06-22	946	A
USGS	09066325	2011-06-23	1140	A
USGS	09066325	2011-06-24	1300	A
USGS	09066325	2011-06-25	1400	A
USGS	09066325	2011-06-26	1340	A
USGS	09066325	2011-06-27	1230	A
USGS	09066325	2011-06-28	1140	A
USGS	09066325	2011-06-29	1180	A
USGS	09066325	2011-06-30	1330	A
USGS	09066325	2011-07-01	1250	A
USGS	09066325	2011-07-02	1230	A
USGS	09066325	2011-07-03	1200	A
USGS	09066325	2011-07-04	1110	A
USGS	09066325	2011-07-05	1110	A
USGS	09066325	2011-07-06	1210	A
USGS	09066325	2011-07-07	1110	A
USGS	09066325	2011-07-08	1170	A
USGS	09066325	2011-07-09	1080	A
USGS	09066325	2011-07-10	991	A
USGS	09066325	2011-07-11	951	A
USGS	09066325	2011-07-12	824	A
USGS	09066325	2011-07-13	875	A
USGS	09066325	2011-07-14	757	A
USGS	09066325	2011-07-15	665	A
USGS	09066325	2011-07-16	579	A
USGS	09066325	2011-07-17	551	A
USGS	09066325	2011-07-18	593	A
USGS	09066325	2011-07-19	695	A
USGS	09066325	2011-07-20	507	A
USGS	09066325	2011-07-21	436	A
USGS	09066325	2011-07-22	393	A
USGS	09066325	2011-07-23	350	A
USGS	09066325	2011-07-24	322	A
USGS	09066325	2011-07-25	301	A
USGS	09066325	2011-07-26	282	A
USGS	09066325	2011-07-27	265	A
USGS	09066325	2011-07-28	248	A
USGS	09066325	2011-07-29	231	A
USGS	09066325	2011-07-30	217	A
USGS	09066325	2011-07-31	202	A
USGS	09066325	2011-08-01	198	A
USGS	09066325	2011-08-02	194	A
USGS	09066325	2011-08-03	222	A
USGS	09066325	2011-08-04	195	A
USGS	09066325	2011-08-05	175	A
USGS	09066325	2011-08-06	159	A
USGS	09066325	2011-08-07	146	A
USGS	09066325	2011-08-08	136	A
USGS	09066325	2011-08-09	123	A
USGS	09066325	2011-08-10	116	A
USGS	09066325	2011-08-11	109	A
USGS	09066325	2011-08-12	104	A
USGS	09066325	2011-08-13	97.6	A
USGS	09066325	2011-08-14	94.8	A
USGS	09066325	2011-08-15	98.9	A
USGS	09066325	2011-08-16	91.9	A
USGS	09066325	2011-08-17	86.9	A
USGS	09066325	2011-08-18	81.9	A
USGS	09066325	2011-08-19	78.8	A
USGS	09066325	2011-08-20	76.8	A
USGS	09066325	2011-08-21	71.8	A
USGS	09066325	2011-08-22	71.3	A
USGS	09066325	2011-08-23	67.5	A
USGS	09066325	2011-08-24	63.3	A
USGS	09066325	2011-08-25	60.5	A
USGS	09066325	2011-08-26	62.3	A
USGS	09066325	2011-08-27	64.9	A
USGS	09066325	2011-08-28	61.6	A
USGS	09066325	2011-08-29	63.9	A
USGS	09066325	2011-08-30	60.0	A
USGS	09066325	2011-08-31	55.3	A
USGS	09066325	2011-09-01	53.4	A
USGS	09066325	2011-09-02	50.5	A
USGS	09066325	2011-09-03	50.1	A
USGS	09066325	2011-09-04	45.6	A
USGS	09066325	2011-09-05	42.3	A
USGS	09066325	2011-09-06	48.3	A
USGS	09066325	2011-09-07	63.5	A
USGS	09066325	2011-09-08	60.8	A
USGS	09066325	2011-09-09	52.3	A
USGS	09066325	2011-09-10	48.2	A
USGS	09066325	2011-09-11	44.8	A
USGS	09066325	2011-09-12	43.0	A
USGS	09066325	2011-09-13	41.5	A
USGS	09066325	2011-09-14	40.5	A
USGS	09066325	2011-09-15	52.5	A
USGS	09066325	2011-09-16	51.2	A
USGS	09066325	2011-09-17	55.1	A
USGS	09066325	2011-09-18	58.3	A
USGS	09066325	2011-09-19	49.9	A
USGS	09066325	2011-09-20	45.6	A
USGS	09066325	2011-09-21	43.0	A
USGS	09066325	2011-09-22	40.4	A
USGS	09066325	2011-09-23	38.0	A
USGS	09066325	2011-09-24	36.4	A
USGS	09066325	2011-09-25	34.7	A
USGS	09066325	2011-09-26	33.8	A
USGS	09066325	2011-09-27	32.3	A
USGS	09066325	2011-09-28	30.2	A
USGS	09066325	2011-09-29	29.3	A
USGS	09066325	2011-09-30	28.2	A
USGS	09066325	2011-10-01	27.9	A
USGS	09066325	2011-10-02	27.8	A
USGS	09066325	2011-10-03	27.4	A
USGS	09066325	2011-10-04	28.3	A
USGS	09066325	2011-10-05	33.3	A
USGS	09066325	2011-10-06	33.3	A
USGS	09066325	2011-10-07	32.1	A
USGS	09066325	2011-10-08	32.8	A
USGS	09066325	2011-10-09	31.6	A
USGS	09066325	2011-10-10	31.3	A
USGS	09066325	2011-10-11	32.0	A
USGS	09066325	2011-10-12	31.9	A
USGS	09066325	2011-10-13	30.6	A
USGS	09066325	2011-10-14	31.3	A
USGS	09066325	2011-10-15	31.2	A
USGS	09066325	2011-10-16	31.6	A
USGS	09066325	2011-10-17	38.3	A
USGS	09066325	2011-10-18	35.3	A
USGS	09066325	2011-10-19	32.4	A
USGS	09066325	2011-10-20	33.3	A
USGS	09066325	2011-10-21	32.6	A
USGS	09066325	2011-10-22	31.8	A
USGS	09066325	2011-10-23	30.1	A
USGS	09066325	2011-10-24	29.9	A
USGS	09066325	2011-10-25	32.2	A
USGS	09066325	2011-10-26	35.9	A
USGS	09066325	2011-10-27	33.9	A
USGS	09066325	2011-10-28	28.8	A
USGS	09066325	2011-10-29	29.7	A
USGS	09066325	2011-10-30	32.0	A
USGS	09066325	2011-10-31	30.9	A
USGS	09066325	2011-11-01	32.0	A
USGS	09066325	2011-11-02	30.1	A
USGS	09066325	2011-11-03	24.6	A
USGS	09066325	2011-11-04	29.0	A
USGS	09066325	2011-11-05	29.2	A
USGS	09066325	2011-11-06	25.8	A
USGS	09066325	2011-11-07	25.5	A
USGS	09066325	2011-11-08	25.7	A
USGS	09066325	2011-11-09	24.1	A
USGS	09066325	2011-11-10	21.3	A
USGS	09066325	2011-11-11	25.0	A:e
USGS	09066325	2011-11-12	23.7	A
USGS	09066325	2011-11-13	24.6	A
USGS	09066325	2011-11-14	24.6	A
USGS	09066325	2011-11-15	23.2	A
USGS	09066325	2011-11-16	21.9	A
USGS	09066325	2011-11-17	22.2	A
USGS	09066325	2011-11-18	21.4	A
USGS	09066325	2011-11-19	21.6	A
USGS	09066325	2011-11-20	22.2	A
USGS	09066325	2011-11-21	20.9	A
USGS	09066325	2011-11-22	21.6	A
USGS	09066325	2011-11-23	20.5	A
USGS	09066325	2011-11-24	20.2	A
USGS	09066325	2011-11-25	20.9	A
USGS	09066325	2011-11-26	17.9	A
USGS	09066325	2011-11-27	17.4	A
USGS	09066325	2011-11-28	19.1	A:e
USGS	09066325	2011-11-29	21.2	A:e
USGS	09066325	2011-11-30	18.1	A
USGS	09066325	2011-12-01	18.3	A
USGS	09066325	2011-12-02	18.9	A:e
USGS	09066325	2011-12-03	18.1	A:e
USGS	09066325	2011-12-04	18.5	A:e
USGS	09066325	2011-12-05	16.5	A:e
USGS	09066325	2011-12-06	15.6	A:e
USGS	09066325	2011-12-07	15.9	A:e
USGS	09066325	2011-12-08	18.0	A:e
USGS	09066325	2011-12-09	18.5	A:e
USGS	09066325	2011-12-10	18.9	A:e
USGS	09066325	2011-12-11	18.5	A:e
USGS	09066325	2011-12-12	18.1	A:e
USGS	09066325	2011-12-13	18.6	A:e
USGS	09066325	2011-12-14	18.1	A:e
USGS	09066325	2011-12-15	18.4	A:e
USGS	09066325	2011-12-16	18.0	A
USGS	09066325	2011-12-17	18.3	A
USGS	09066325	2011-12-18	16.9	A
USGS	09066325	2011-12-19	17.7	A
USGS	09066325	2011-12-20	18.5	A
USGS	09066325	2011-12-21	17.4	A
USGS	09066325	2011-12-22	16.7	A
USGS	09066325	2011-12-23	16.4	A
USGS	09066325	2011-12-24	18.3	A
USGS	09066325	2011-12-25	19.0	A
USGS	09066325	2011-12-26	17.7	A
USGS	09066325	2011-12-27	17.1	A
USGS	09066325	2011-12-28	16.6	A
USGS	09066325	2011-12-29	17.7	A
USGS	09066325	2011-12-30	17.6	A
USGS	09066325	2011-12-31	17.8	A
USGS	09066325	2012-01-01	18.2	A
USGS	09066325	2012-01-02	18.4	A
USGS	09066325	2012-01-03	18.9	A
USGS	09066325	2012-01-04	17.5	A
USGS	09066325	2012-01-05	17.6	A
USGS	09066325	2012-01-06	17.5	A
USGS	09066325	2012-01-07	17.4	A
USGS	09066325	2012-01-08	17.1	A
USGS	09066325	2012-01-09	16.0	A
USGS	09066325	2012-01-10	15.8	A
USGS	09066325	2012-01-11	15.7	A
USGS	09066325	2012-01-12	15.8	A
USGS	09066325	2012-01-13	16.2	A
USGS	09066325	2012-01-14	17.0	A
USGS	09066325	2012-01-15	16.8	A
USGS	09066325	2012-01-16	16.8	A
USGS	09066325	2012-01-17	15.4	A
USGS	09066325	2012-01-18	17.2	A
USGS	09066325	2012-01-19	17.0	A
USGS	09066325	2012-01-20	17.6	A
USGS	09066325	2012-01-21	18.1	A
USGS	09066325	2012-01-22	18.1	A
USGS	09066325	2012-01-23	17.8	A
USGS	09066325	2012-01-24	18.1	A
USGS	09066325	2012-01-25	17.8	A
USGS	09066325	2012-01-26	17.8	A
USGS	09066325	2012-01-27	18.0	A
USGS	09066325	2012-01-28	17.5	A
USGS	09066325	2012-01-29	17.5	A
